"100001","100006","100011","100016","100021","100026","100031","100036","100041","100046","100051","100056","100061","100066","100071","100076","100081","100086","100091","100096","reps","seed"
0.00371933,0.00275699,0.000863295,0.00167246,0.00194879,0.00188669,0.00152225,0.00180611,0.00208115,0.00201919,0.00200817,0.00192335,0.00195532,0.00205606,0.00186688,0.00189292,0.00182881,0.0017559,0.00170815,0.00168438,1,3912783410667732992
0.00372458,0.00357292,0.00339027,0.00307142,0.00292243,0.0030508,0.00305805,0.00298833,0.00287394,0.00296807,0.00291555,0.00295251,0.00293844,0.00295317,0.00296251,0.00302738,0.00306405,0.00299641,0.00296605,0.0030347,10,9138545525903059968
0.00382841,0.0032075,0.00318589,0.00316531,0.00284436,0.00273994,0.00295886,0.00283983,0.00287927,0.0028588,0.00283538,0.00282141,0.00280865,0.00280232,0.00282039,0.00289076,0.00285559,0.00289505,0.00288509,0.00284701,11,1673521350943979520
0.0036764,0.00339135,0.00242804,0.00203262,0.002053,0.00214595,0.00196561,0.00209648,0.00203841,0.00195079,0.00199787,0.00194836,0.00197015,0.00202381,0.00192831,0.0019572,0.002014,0.00200082,0.00202621,0.00197995,12,3708279187806659584
0.00385765,0.00360452,0.0032711,0.00264614,0.00258704,0.0028874,0.00298299,0.00297274,0.00298672,0.00278548,0.00268935,0.00273299,0.00266473,0.00250095,0.00244577,0.00236305,0.00230945,0.00240088,0.00239335,0.00245713,13,5455762770004242432
0.00376938,0.00327439,0.00328063,0.00313416,0.00308015,0.00289908,0.00291497,0.00271031,0.00279553,0.00281264,0.00285925,0.0028475,0.00289835,0.00290748,0.00288937,0.0028942,0.00285318,0.0028422,0.0028442,0.00287163,14,3931990837487232000
0.00377472,0.00338642,0.00316075,0.00336012,0.00331989,0.00311236,0.00309116,0.0031618,0.00319203,0.00316268,0.00313021,0.00314117,0.00315211,0.00316838,0.00317518,0.00312264,0.00313411,0.00316068,0.0031989,0.00321305,15,2045767074941029120
0.0038109,0.00323564,0.00313054,0.00319704,0.0030678,0.00296476,0.00297693,0.00295809,0.0029117,0.00291561,0.00289769,0.00292864,0.00286555,0.00281697,0.00278856,0.00284164,0.00275432,0.00277503,0.00265775,0.00270074,16,4441710729764219904
0.00381737,0.00332818,0.00251096,0.00215661,0.00245389,0.00232083,0.00223279,0.00231181,0.00227705,0.00220217,0.00221306,0.00215499,0.00224054,0.00215112,0.00206101,0.00210454,0.00208276,0.00211171,0.0022232,0.00231163,17,2240775699665677568
0.00372237,0.0034279,0.00332191,0.00329465,0.00339419,0.0033231,0.0032897,0.0032946,0.00329733,0.00328533,0.00326738,0.00323495,0.00319508,0.00320068,0.00319011,0.0031801,0.00316618,0.00317204,0.00319391,0.00314937,18,8808778172067367936
0.00385965,0.00344668,0.00245003,0.00227052,0.00213446,0.00165784,0.00139559,0.00124864,0.00104532,0.00118462,0.00100143,0.000914737,0.000841455,0.000771379,0.000905319,0.000961212,0.00101356,0.000907213,0.000976008,0.000889154,19,7833894513347647488
0.00368754,0.00313504,0.0030405,0.00303375,0.00308046,0.00290947,0.00290077,0.00279929,0.00266318,0.0026957,0.00269492,0.00270206,0.00260571,0.00261176,0.00264945,0.00269472,0.0026526,0.00262108,0.00262463,0.0026667,2,4078438476305176576
0.00360455,0.00349431,0.00342733,0.00315929,0.00279601,0.00286256,0.00286308,0.00288079,0.0027961,0.00280643,0.00278638,0.0028193,0.00280098,0.00283682,0.00279174,0.00263375,0.00265369,0.00270569,0.00270676,0.00265022,20,9117655157592562688
0.00381145,0.00287043,0.00257036,0.00232342,0.00208358,0.00186599,0.00196294,0.00212439,0.00229698,0.0023451,0.00243274,0.00233268,0.00246381,0.00248818,0.00231204,0.00217744,0.00228429,0.00231122,0.00229626,0.00237019,3,2657900173402970624
0.00384135,0.00350133,0.00307877,0.00299797,0.00287617,0.00297897,0.00305831,0.00299632,0.00297251,0.00299857,0.00296338,0.00293096,0.00292407,0.00289432,0.00296799,0.00296107,0.00291438,0.00293862,0.00293822,0.00297009,4,6545147563256570880
0.00378247,0.00235627,0.00269369,0.00248279,0.00234958,0.00238684,0.00219858,0.00203939,0.00188264,0.00189108,0.00193688,0.00188612,0.00187436,0.00188482,0.00180857,0.00186075,0.00191845,0.00191482,0.00189564,0.00191881,5,9093001325069228032
0.00381628,0.0031418,0.00277233,0.00287389,0.00264391,0.00258784,0.00221828,0.00226551,0.00218745,0.0022576,0.00220782,0.00218524,0.00219416,0.00214422,0.00213713,0.00206031,0.00194768,0.00196765,0.00188956,0.00198886,6,5871176615365473280
0.00359931,0.00337077,0.003459,0.00309073,0.00301843,0.00275914,0.00283156,0.00249928,0.00252888,0.00241547,0.00253734,0.00252055,0.00246099,0.00245355,0.00238926,0.00243276,0.00253402,0.00248735,0.00244772,0.002484,7,7704505129400593408
0.00383512,0.00353863,0.00344921,0.00341659,0.00332713,0.00332534,0.00319072,0.0032664,0.00334206,0.00335738,0.00331883,0.00331588,0.0033063,0.00327122,0.00321407,0.00324531,0.00331612,0.00332855,0.00332268,0.00329674,8,822167819113200128
0.00376631,0.00324506,0.00314971,0.00305939,0.00296616,0.00279492,0.00273106,0.00275026,0.00272969,0.00274537,0.00271193,0.0027585,0.00267699,0.0026545,0.00261747,0.00262225,0.00258229,0.00259694,0.00256484,0.00260547,9,9163772214633556992
0.003765257,0.0032643065,0.00293171575,0.0028219435,0.0027473715,0.002672991,0.00261721,0.0026005185,0.002588897,0.002582904,0.002570278,0.00255259485,0.00254188725,0.00252958545,0.00249605645,0.0024962001,0.0024939765,0.00249449265,0.0024879564,0.0025044912,NA,NA
